prospect_id,business_name,website,vertical,market,site_quality_score,site_quality_band,confidence,opportunity_score,verdict,offer,tier_reached,next_action
osm:node/5901068564,U.S. Realty Capital,https://www.usrealtycapital.com/,estate-agent,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/5972511285,Suburban Geriatrics,https://suburbangeriatrics.com/,doctor,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/6015089626,Toto's Heating & Cooling,https://www.totosheatingandcooling.com/,hvac,PHL,71,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/6115534065,Breidenbach Associates Attorney at Law,http://www.breidenbachassociates.com/,lawyer,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6166776404,Feldman & Feldman,https://www.feldman-feldman.com/,lawyer,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/6185663253,Berks Insurance,https://www.insurancefromberks.com/,insurance,PHL,69,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6270763804,"Beautiful Smile Care, PC",https://beautifulsmilecare.com/,dentist,PHL,62,dated,0.91,55,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6273081067,Panda Bear Pediatrics,https://www.pandabearpediatrics.com/,doctor,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6273081068,McSurdy Orthodontics: The Smile Specialists,https://drmcsurdy.com/,dentist,PHL,70,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/6275755331,Phoenix Physical Therapy,https://phoenixphysicaltherapy.com/gilbertsville/,physiotherapist,PHL,70,unconfirmed,0.91,27,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/6410783029,Cookware & More,https://www.cookwarenmore.com/,kitchen,PHL,59,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6461478714,Specialty Floors Inc.,http://www.specialtyfloors.net/,floorer,PHL,0,broken,1,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6541219557,Mainline Optical,https://mainlineopticalardmore.com/,optician,PHL,58,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6632033969,Advanced and Elite Dentistry,https://www.collegevillefamilydentistry.com/,dentist,PHL,62,dated,0.91,55,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7101676346,Meetinghouse Dental Care,https://meetinghousedental.com/,dentist,PHL,60,dated,0.91,57,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7108532546,L.A. Pools,https://lapoolsinc.net/,swimming-pool,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7325721354,Finesse Flooring,https://www.finesseflooringinc.com/,flooring,PHL,59,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7329544154,Gibbons Fastag,https://www.gibbonsfastag.com/fastag-pennsburg,notary,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7329757334,Red Hill Dental Office,https://www.redhilldentaloffice.com/,dentist,PHL,62,dated,0.91,55,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7329757339,Zuber Realty,https://www.zuberrealty.com/agents-offices/red-hill-office,estate-agent,PHL,34,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/7332028633,CH Robinson Tile Works,http://www.chrobinsontileworks.com/,tiler,PHL,50,dated,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:node/7332746419,Patt Veterinary Hospital,https://www.pattvet.com/,veterinary,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7332839157,Pivot Physical Therapy,https://www.pivotphysicaltherapy.com/locations/gilbertsville-pa/,physiotherapist,PHL,71,unconfirmed,0.91,27,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7335090376,Willow House Paints,https://willowhousepaints.com/,paint,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7380715677,Chiropractic Wellness Associates,https://wellnessdrs.com/,alternative,PHL,57,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7392682993,"Morrow, Tompkins, Trueblood & Lefevre, LLC",https://mttllaw.com/,lawyer,PHL,53,dated,0.91,46,nurture,low-cost touch only,0,Bad site but opportunity 46 < build floor 55 — not worth a build slot
osm:node/7392683020,Styer & Associates,https://styergroup.com/,architect,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7392683022,Seiler & Drury,https://sdarc.com/,architect,PHL,35,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/7392683030,High Swartz,https://highswartz.com/,lawyer,PHL,75,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7392689725,Philly Pregnancy Center,https://philapregnancycenter.com/,clinic,PHL,63,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7392869820,Norristown Glass,https://www.norrostownglassco.com/,glaziery,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/7681107866,Abington Neurological Associates,https://www.abingtonneurology.com/,doctor,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7856861919,"Eagle Kitchens & Design Studio, LLC",https://www.eagle-kitchens.net/home.html,kitchen,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/7856861922,Blue Bell Physical Therapy of Spring House,http://www.springhousept.com/,physiotherapist,PHL,45,decayed,0.91,51,nurture,low-cost touch only,0,Bad site but opportunity 51 < build floor 55 — not worth a build slot
osm:node/7866029044,Perry Health,https://www.perryhealth.us/,alternative,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7866029045,Colmar Dentistry For Kids,https://www.colmarkids.com/,dentist,PHL,24,broken,0.91,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/7878690692,Ashmead Insurance,http://www.ashmeadins.com/home,insurance,PHL,71,unconfirmed,0.91,42,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7878690704,lansdaleplasticsurgery.com,https://lansdaleplasticsurgery.com/,doctor,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7878690721,pafamilydentist.com,https://www.pafamilydentist.com/home,doctor,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7878690722,mydentalhealthgroup.com,https://www.mydentalhealthgroup.com/,doctor,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7878690729,North Penn Dental Care,https://drgovani.com/,doctor,PHL,52,dated,0.91,46,nurture,low-cost touch only,0,Bad site but opportunity 46 < build floor 55 — not worth a build slot
osm:node/7878690746,Lansdale Eye Associates,https://www.youreyeassociates.com/,doctor,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7878953185,Sentry Property Management Inc,https://sentryproperty.net/index.htm,estate-agent,PHL,54,dated,0.91,45,nurture,low-cost touch only,0,Bad site but opportunity 45 < build floor 55 — not worth a build slot
osm:node/7878953205,LPL Financial,http://www.tartaruscapitalmanagement.com/contact,financial,PHL,34,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/7878953206,McMenamin & Margiotti,https://buxmontlaw.com/,lawyer,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/7878953210,Tuttle Legal,https://www.tuttlelegal.com/,lawyer,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7878953218,"​Arnold Bierman, OD, PC",https://www.drarnoldbierman.net/,doctor,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/7879979466,parkdentalcolmar.com,https://parkdentalcolmar.com/,doctor,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7879979477,North Penn Real Estate,http://northpennrealestate.com/,estate-agent,PHL,51,dated,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:node/7879979478,Lice Clinics of America,https://liceclinicslansdale.com/,clinic,PHL,75,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7879979479,THR Insurance Agency,http://www.thrinsurance.com/,insurance,PHL,43,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/7880147025,Rambo Orthodontics,https://www.rambo-ortho.com/,doctor,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/8177718036,Confident Smile Dental,https://www.confidentsmiledental.com/,dentist,PHL,63,dated,0.91,55,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/8185618729,Kinetic Physical Therapy,https://www.kineticptpa.com/kinetic-physical-therapy-collegeville,physiotherapist,PHL,25,broken,0.91,63,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/8185618730,Providence Dental,https://www.providencedentalcenter.com/,dentist,PHL,64,dated,0.91,54,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/8185618765,Options Medical Weight Loss,https://optionsmedicalweightloss.com/locations/pennsylvania/collegeville/,clinic,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/8510311628,Caballero's Inc.,https://caballerospainting.com/,painter,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/8796669043,"Platinum Plumbing & Heating, Inc.",https://www.platinumplumbingpa.com/,hvac,PHL,70,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/9030173914,Ridge Pike Dental Care,https://www.ridgepikedentalcare.com/,dentist,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/9030173915,Eye To Eye Vision,https://www.eyetoeyevisionpa.com/,optician,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/9528375811,Gehman Chiropractic Office,https://www.drdongehmanchiro.com/,alternative,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/9567521422,Raymond James-The Page Group,http://www.pagegrouprja.com/,financial-advisor,PHL,20,broken,0.26,66,enrich,undecided,0,Confidence 26% is too low to route. Run the Tier 1 rendered audit.
osm:node/9642925643,Terese Brittingham,https://www.kwseven.com/,estate-agent,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10044105522,StarkMD Plastic Surgery & Aesthetic Center,https://www.starkmdplasticsurgery.com/,clinic,PHL,63,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10055741347,Claytor Noone Plastic Surgery: Dr. R. Brannon Claytor,https://www.cnplasticsurgery.com/,clinic,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/10269130730,Marini Family Chiropractic,https://www.marinichiroanded.com/,alternative,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/10578205814,Charles Cohen Plumbing and Heating,https://charlescohenplumbingandheating.com/,plumber,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/10731762253,Stowe Medical Group,https://www.pmsiforlife.com/stowe-medical-group,clinic,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10781495487,H&M Tax Service,https://hmtaxes.com/,accountant,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10974561758,Wynnewood Eyecare,https://www.wynnewoodeyecare.com/,optometrist,PHL,23,broken,0.91,65,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/10991134923,See la Vie,https://www.seelavieeyecare.com/,optician,PHL,62,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11004526768,Fazio Tag Service,https://faziotagservice.com/,notary,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11079677912,Terracon Consultants Inc,https://www.terracon.com/,engineer,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11080940669,Smile Culture Dental,https://smileculture.com/huntingdon-valley/,dentist,PHL,55,dated,0.91,60,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/11080940681,Axiva,https://axiva.com/,clinic,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11251910536,Justa Farm Dental Esthetics,https://www.justafarmdental.com/,dentist,PHL,73,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11473895657,The Dental Spot,https://www.thedentalspotpa.com/,dentist,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11473895660,Collegeville Internal Medicine,https://towerhealth.org/locations/tower-health-medical-group-internal-medicine-collegeville,doctor,PHL,68,dated,0.91,28,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11473895662,Village Optical,https://villageopticalonline.com/,optician,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11474139871,Beem Light Sauna,https://www.beemlightsauna.com/location/collegeville,clinic,PHL,63,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11474139874,Be Balanced Hormone Weight Loss Centers,https://bebalancedcenters.com/location/collegeville/,alternative,PHL,32,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/11553646379,TAF JK Group,https://tafjkgroup.com/,advertising-agency,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11554728400,Daschbach & Associates,https://thesmilist.com/souderton-dentist/,dentist,PHL,32,decayed,0.91,54,nurture,low-cost touch only,0,Bad site but opportunity 54 < build floor 55 — not worth a build slot
osm:node/11578535145,Plastic Surgery Solutions,https://plasticsurgerysolutions.com/,doctor,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/11582727169,See,https://seeeyewear.com/pages/pennsylvania-ardmore-suburban-square,optician,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11814789796,Custom IT Solutions,https://customitsolutions.com/,it,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/11816168128,Ember Dental Arts,https://www.emberdentalarts.com/,dentist,PHL,66,dated,0.91,54,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11843327582,WJA Landscaping,https://www.wjalandscaping.com/,gardener,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/11854060103,Broker Resource Center,https://brokerresourcecenterpa.com/,insurance,PHL,,ungraded,0.16,60,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/12020291143,Live Urgent Care,https://liveurgentcare.com/locations/kingofprussia/,clinic,PHL,32,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/12109962574,G. Cannon Roofing & Siding,https://gcannon.com/,roofer,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/12205239363,Pottsgrove Animal Hospital,https://www.thepottsgroveanimalhospital.com/,veterinary,PHL,70,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/12205239384,Married to Electric,https://www.married2electric.com/?utm_source=gmb&utm_medium=organic,electrician,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/12205301939,L A Verruni Landscaping,http://www.verrunilandscaping.com/,gardener,PHL,25,broken,0.91,63,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/12318537917,Lower Merion Pediatric Dentistry,https://www.lowermerionpediatricdentistry.com/,dentist,PHL,63,dated,0.91,55,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12378631203,Lime Tree Counseling,https://limetreecounseling.com/,psychotherapist,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13149598482,Uncommon Roofing and Siding,https://www.uncommonroofing.com/,roofer,PHL,43,decayed,0.75,52,nurture,low-cost touch only,0,Bad site but opportunity 52 < build floor 55 — not worth a build slot
osm:node/13233480556,Cottman Animal Hospital,https://cottmanah.com/,veterinary,PHL,73,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13241670800,Reliable Plumbing & Drain Cleaning,http://www.reliableplumbingpa.com/,plumber,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13241677260,JL Alliance Group,https://jlalliancegroup.com/,insurance,PHL,64,dated,0.91,45,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13271477303,Skippack Village Dentistry,https://www.skippackvillagedentistry.com/,dentist,PHL,68,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13382035150,Hydrate2O,https://hydrateiv.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10378927689473880412,alternative,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13388684999,Adams Spinal Center,https://adamsspinalcenter.com/,alternative,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13428856789,America's Best,https://www.americasbest.com/location/pa/east-norriton/northtowne-plaza-shopping-center/,optician,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13460356826,Pennsylvania Oral Surgery & Dental Implant Center,https://www.paoms.com/plymouth-meeting,dentist,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/13460356827,Nissman Eye Associates,https://nissmaneye.com/,optometrist,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13475246558,Dr Niraj Patel,https://www.pottstownchiropractor.com/,alternative,PHL,74,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13596263180,Plymouth Meeting Dental Associates,https://www.plymouthmeetingdentist.com/,dentist,PHL,70,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13641272703,Joyland Roofing & Exteriors,https://joylandroofing.com/about-us/service-areas/montgomery-county,roofer,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13807005601,Tesla Hardfloor,https://teslahardwoodfloor.com/,flooring,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13920705246,Chelsvig Electric,https://chelsvigelectric.com/,electrician,PHL,61,dated,0.91,57,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13953482845,Berri Healthy,https://www.berrihealthy.net/,alternative,PHL,54,dated,0.91,45,nurture,low-cost touch only,0,Bad site but opportunity 45 < build floor 55 — not worth a build slot
osm:node/14017755835,D&B Construction Group,https://dbconstructiongrp.com/,trade,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/14030286495,The WisdomTree Group,https://twgarchitecture.com/,architect,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/162281402,Floral and Hardy,https://floralandhardyofskippack.com/,garden-centre,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/225290026,The Restaurant Store,https://www.therestaurantstore.com/stores/Plymouth-Meeting,kitchen,PHL,35,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/227656203,Holod's True Value,https://stores.truevalue.com/pa/lafayette-hill/6819/,hardware,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/296116751,NovaCare,https://www.novacare.com/contact/find-a-location/pa/conshohocken/conshohocken/?ty=xt,clinic,PHL,35,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/372520456,"Lundy, Beldecos & Milby P.C.",https://www.lbmlaw.com/,lawyer,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/372593404,"Duffy Real Estate, Inc.",https://www.duffyrealestate.com/,estate-agent,PHL,39,decayed,0.91,40,nurture,low-cost touch only,0,Bad site but opportunity 40 < build floor 55 — not worth a build slot
osm:way/374158539,Plymouth Animal Hospital,https://www.plymouthanimal.com/,veterinary,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/507545245,UrgentVet,https://urgentvet.com/location/pottstown-pa/,veterinary,PHL,70,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/526917125,Sal's Nursery & Landscaping,https://salsnursery.com/,garden-centre,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/541055956,Delphi Supply,https://www.delphisupply.com/,hardware,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/566753567,Glocker and Co. Inc. Realtors,https://www.glocker.com/,estate-agent,PHL,21,broken,0.91,66,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/576108772,patientfirst.com,https://www.patientfirst.com/locations/eastern-pennsylvania/abington,clinic,PHL,75,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/605883867,Udis & Conn Orthodontics,http://www.udisandconnorthodontics.com/,dentist,PHL,0,broken,1,94,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/648961577,KCBA Architects,https://www.kcba-architects.com/contact/,architect,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/668372198,A. D. Lumber and Hardware,https://www.admoyer.com/,hardware,PHL,61,dated,0.91,32,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/670360359,Boyertown Eye Care,https://www.boyertowneyedoctor.com/,optometrist,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/670360362,Kelly Real Estate,https://www.gokellyrealestate.com/,estate-agent,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
